DRAGON data 																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																						
10	2		1364	0	0																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																	
off																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																						
No.	MolID	pKd	MW	AMW	Sv	Se	Sp	Ss	Mv	Me	Mp	Ms	nAT	nSK	nBT	nBO	nBM	SCBO	ARR	nCIC	nCIR	RBN	RBF	nDB	nTB	nAB	nH	nC	nN	nO	nS	nX	nR05	nR06	nR07	nR09	nR10	nR11	nR12	nBnz	ZM1	ZM1V	ZM2	ZM2V	Qindex	SNar	HNar	GNar	Xt	Dz	Ram	Pol	LPRS	VDA	MSD	SMTI	SMTIV	GMTI	GMTIV	Xu	SPI	W	WA	Har	Har2	QW	TI1	TI2	STN	HyDp	RHyDp	w	ww	Rww	D/D	Wap	WhetZ	Whetm	Whetv	Whete	Whetp	J	JhetZ	Jhetm	Jhetv	Jhete	Jhetp	MAXDN	MAXDP	DELS	TIE	S0K	S1K	S2K	S3K	PHI	BLI	PW2	PW3	PW4	PW5	PJI2	CSI	ECC	AECC	DECC	MDDD	UNIP	CENT	VAR	BAC	Lop	ICR	D/Dr05	D/Dr06	D/Dr07	D/Dr09	D/Dr10	D/Dr11	D/Dr12	T(N..N)	T(N..O)	T(N..S)	T(O..O)	T(O..S)	MWC01	MWC02	MWC03	MWC04	MWC05	MWC06	MWC07	MWC08	MWC09	MWC10	TWC	SRW01	SRW02	SRW04	SRW05	SRW06	SRW07	SRW08	SRW09	SRW10	MPC01	MPC02	MPC03	MPC04	MPC05	MPC06	MPC07	MPC08	MPC09	MPC10	piPC01	piPC02	piPC03	piPC04	piPC05	piPC06	piPC07	piPC08	piPC09	piPC10	TPC	piID	PCR	PCD	CID	BID	X0	X1	X2	X3	X4	X5	X0A	X1A	X2A	X3A	X4A	X5A	X0v	X1v	X2v	X3v	X4v	X5v	X0Av	X1Av	X2Av	X3Av	X4Av	X5Av	X0sol	X1sol	X2sol	X3sol	X4sol	X5sol	XMOD	RDCHI	RDSQ	ISIZ	IAC	AAC	IDE	IDM	IDDE	IDDM	IDET	IDMT	IVDE	IVDM	HVcpx	HDcpx	Uindex	Vindex	Xindex	Yindex	IC0	TIC0	SIC0	CIC0	BIC0	IC1	TIC1	SIC1	CIC1	BIC1	IC2	TIC2	SIC2	CIC2	BIC2	IC3	TIC3	SIC3	CIC3	BIC3	IC4	TIC4	SIC4	CIC4	BIC4	IC5	TIC5	SIC5	CIC5	BIC5	ATS1m	ATS2m	ATS3m	ATS4m	ATS5m	ATS6m	ATS7m	ATS8m	ATS1v	ATS2v	ATS3v	ATS4v	ATS5v	ATS6v	ATS7v	ATS8v	ATS1e	ATS2e	ATS3e	ATS4e	ATS5e	ATS6e	ATS7e	ATS8e	ATS1p	ATS2p	ATS3p	ATS4p	ATS5p	ATS6p	ATS7p	ATS8p	MATS1m	MATS2m	MATS3m	MATS4m	MATS5m	MATS6m	MATS7m	MATS8m	MATS1v	MATS2v	MATS3v	MATS4v	MATS5v	MATS6v	MATS7v	MATS8v	MATS1e	MATS2e	MATS3e	MATS4e	MATS5e	MATS6e	MATS7e	MATS8e	MATS1p	MATS2p	MATS3p	MATS4p	MATS5p	MATS6p	MATS7p	MATS8p	GATS1m	GATS2m	GATS3m	GATS4m	GATS5m	GATS6m	GATS7m	GATS8m	GATS1v	GATS2v	GATS3v	GATS4v	GATS5v	GATS6v	GATS7v	GATS8v	GATS1e	GATS2e	GATS3e	GATS4e	GATS5e	GATS6e	GATS7e	GATS8e	GATS1p	GATS2p	GATS3p	GATS4p	GATS5p	GATS6p	GATS7p	GATS8p	EPS0	EPS1	EEig01x	EEig02x	EEig03x	EEig04x	EEig05x	EEig06x	EEig07x	EEig08x	EEig09x	EEig10x	EEig11x	EEig12x	EEig13x	EEig14x	EEig15x	EEig01d	EEig02d	EEig03d	EEig04d	EEig05d	EEig06d	EEig07d	EEig08d	EEig09d	EEig10d	EEig11d	EEig12d	EEig13d	EEig14d	EEig15d	EEig01r	EEig02r	EEig03r	EEig04r	EEig05r	EEig06r	EEig07r	EEig08r	EEig09r	EEig10r	EEig11r	EEig12r	EEig13r	EEig14r	EEig15r	ESpm02u	ESpm03u	ESpm04u	ESpm05u	ESpm06u	ESpm07u	ESpm08u	ESpm09u	ESpm10u	ESpm11u	ESpm12u	ESpm13u	ESpm14u	ESpm15u	ESpm01x	ESpm02x	ESpm03x	ESpm04x	ESpm05x	ESpm06x	ESpm07x	ESpm08x	ESpm09x	ESpm10x	ESpm11x	ESpm12x	ESpm13x	ESpm14x	ESpm15x	ESpm01d	ESpm02d	ESpm03d	ESpm04d	ESpm05d	ESpm06d	ESpm07d	ESpm08d	ESpm09d	ESpm10d	ESpm11d	ESpm12d	ESpm13d	ESpm14d	ESpm15d	ESpm01r	ESpm02r	ESpm03r	ESpm04r	ESpm05r	ESpm06r	ESpm07r	ESpm08r	ESpm09r	ESpm10r	ESpm11r	ESpm12r	ESpm13r	ESpm14r	ESpm15r	BEHm1	BEHm2	BEHm3	BEHm4	BEHm5	BEHm6	BEHm7	BEHm8	BELm1	BELm2	BELm3	BELm4	BELm5	BELm6	BELm7	BELm8	BEHv1	BEHv2	BEHv3	BEHv4	BEHv5	BEHv6	BEHv7	BEHv8	BELv1	BELv2	BELv3	BELv4	BELv5	BELv6	BELv7	BELv8	BEHe1	BEHe2	BEHe3	BEHe4	BEHe5	BEHe6	BEHe7	BEHe8	BELe1	BELe2	BELe3	BELe4	BELe5	BELe6	BELe7	BELe8	BEHp1	BEHp2	BEHp3	BEHp4	BEHp5	BEHp6	BEHp7	BEHp8	BELp1	BELp2	BELp3	BELp4	BELp5	BELp6	BELp7	BELp8	GGI1	GGI2	GGI3	GGI4	GGI5	GGI6	GGI7	GGI8	GGI9	GGI10	JGI1	JGI2	JGI3	JGI4	JGI5	JGI6	JGT	LP1	Eig1Z	Eig1m	Eig1v	Eig1e	Eig1p	SEigZ	SEigm	SEigv	SEige	SEigp	AEigZ	AEigm	AEigv	AEige	AEigp	VEA1	VEA2	VRA1	VRA2	VED1	VED2	VRD1	VRD2	VEZ1	VEZ2	VRZ1	VRZ2	VEm1	VEm2	VRm1	VRm2	VEv1	VEv2	VRv1	VRv2	VEe1	VEe2	VRe1	VRe2	VEp1	VEp2	VRp1	VRp2	DP01	DP02	DP03	DP04	DP05	DP06	DP07	DP08	DP09	DP10	DP11	DP12	DP13	DP14	DP15	DP16	DP17	DP18	DP19	DP20	SP01	SP02	SP03	SP04	SP05	SP06	SP07	SP08	SP09	SP10	SP11	SP12	SP13	SP14	SP15	SP16	SP17	SP18	SP19	SP20	SHP2	W3D	J3D	H3D	AGDD	DDI	ADDD	G1	G2	RGyr	SPAN	SPAM	SPH	ASP	FDI	PJI3	L/Bw	SEig	HOMA	RCI	AROM	HOMT	DISPm	QXXm	QYYm	QZZm	DISPv	QXXv	QYYv	QZZv	DISPe	QXXe	QYYe	QZZe	DISPp	QXXp	QYYp	QZZp	G(N..N)	G(N..O)	G(N..S)	G(O..O)	G(O..S)	RDF010u	RDF015u	RDF020u	RDF025u	RDF030u	RDF035u	RDF040u	RDF045u	RDF050u	RDF055u	RDF060u	RDF065u	RDF070u	RDF075u	RDF080u	RDF085u	RDF090u	RDF095u	RDF100u	RDF105u	RDF110u	RDF115u	RDF120u	RDF125u	RDF130u	RDF135u	RDF140u	RDF145u	RDF150u	RDF155u	RDF010m	RDF015m	RDF020m	RDF025m	RDF030m	RDF035m	RDF040m	RDF045m	RDF050m	RDF055m	RDF060m	RDF065m	RDF070m	RDF075m	RDF080m	RDF085m	RDF090m	RDF095m	RDF100m	RDF105m	RDF110m	RDF115m	RDF120m	RDF125m	RDF130m	RDF135m	RDF140m	RDF145m	RDF150m	RDF155m	RDF010v	RDF015v	RDF020v	RDF025v	RDF030v	RDF035v	RDF040v	RDF045v	RDF050v	RDF055v	RDF060v	RDF065v	RDF070v	RDF075v	RDF080v	RDF085v	RDF090v	RDF095v	RDF100v	RDF105v	RDF110v	RDF115v	RDF120v	RDF125v	RDF130v	RDF135v	RDF140v	RDF145v	RDF150v	RDF155v	RDF010e	RDF015e	RDF020e	RDF025e	RDF030e	RDF035e	RDF040e	RDF045e	RDF050e	RDF055e	RDF060e	RDF065e	RDF070e	RDF075e	RDF080e	RDF085e	RDF090e	RDF095e	RDF100e	RDF105e	RDF110e	RDF115e	RDF120e	RDF125e	RDF130e	RDF135e	RDF140e	RDF145e	RDF150e	RDF155e	RDF010p	RDF015p	RDF020p	RDF025p	RDF030p	RDF035p	RDF040p	RDF045p	RDF050p	RDF055p	RDF060p	RDF065p	RDF070p	RDF075p	RDF080p	RDF085p	RDF090p	RDF095p	RDF100p	RDF105p	RDF110p	RDF115p	RDF120p	RDF125p	RDF130p	RDF135p	RDF140p	RDF145p	RDF150p	RDF155p	Mor01u	Mor02u	Mor03u	Mor04u	Mor05u	Mor06u	Mor07u	Mor08u	Mor09u	Mor10u	Mor11u	Mor12u	Mor13u	Mor14u	Mor15u	Mor16u	Mor17u	Mor18u	Mor19u	Mor20u	Mor21u	Mor22u	Mor23u	Mor24u	Mor25u	Mor26u	Mor27u	Mor28u	Mor29u	Mor30u	Mor31u	Mor32u	Mor01m	Mor02m	Mor03m	Mor04m	Mor05m	Mor06m	Mor07m	Mor08m	Mor09m	Mor10m	Mor11m	Mor12m	Mor13m	Mor14m	Mor15m	Mor16m	Mor17m	Mor18m	Mor19m	Mor20m	Mor21m	Mor22m	Mor23m	Mor24m	Mor25m	Mor26m	Mor27m	Mor28m	Mor29m	Mor30m	Mor31m	Mor32m	Mor01v	Mor02v	Mor03v	Mor04v	Mor05v	Mor06v	Mor07v	Mor08v	Mor09v	Mor10v	Mor11v	Mor12v	Mor13v	Mor14v	Mor15v	Mor16v	Mor17v	Mor18v	Mor19v	Mor20v	Mor21v	Mor22v	Mor23v	Mor24v	Mor25v	Mor26v	Mor27v	Mor28v	Mor29v	Mor30v	Mor31v	Mor32v	Mor01e	Mor02e	Mor03e	Mor04e	Mor05e	Mor06e	Mor07e	Mor08e	Mor09e	Mor10e	Mor11e	Mor12e	Mor13e	Mor14e	Mor15e	Mor16e	Mor17e	Mor18e	Mor19e	Mor20e	Mor21e	Mor22e	Mor23e	Mor24e	Mor25e	Mor26e	Mor27e	Mor28e	Mor29e	Mor30e	Mor31e	Mor32e	Mor01p	Mor02p	Mor03p	Mor04p	Mor05p	Mor06p	Mor07p	Mor08p	Mor09p	Mor10p	Mor11p	Mor12p	Mor13p	Mor14p	Mor15p	Mor16p	Mor17p	Mor18p	Mor19p	Mor20p	Mor21p	Mor22p	Mor23p	Mor24p	Mor25p	Mor26p	Mor27p	Mor28p	Mor29p	Mor30p	Mor31p	Mor32p	L1u	L2u	L3u	P1u	P2u	G1u	G2u	G3u	E1u	E2u	E3u	L1m	L2m	L3m	P1m	P2m	G1m	G2m	G3m	E1m	E2m	E3m	L1v	L2v	L3v	P1v	P2v	G1v	G2v	G3v	E1v	E2v	E3v	L1e	L2e	L3e	P1e	P2e	G1e	G2e	G3e	E1e	E2e	E3e	L1p	L2p	L3p	P1p	P2p	G1p	G2p	G3p	E1p	E2p	E3p	L1s	L2s	L3s	P1s	P2s	G1s	G2s	G3s	E1s	E2s	E3s	Tu	Tm	Tv	Te	Tp	Ts	Au	Am	Av	Ae	Ap	As	Gu	Gm	Gs	Ku	Km	Kv	Ke	Kp	Ks	Du	Dm	Dv	De	Dp	Ds	Vu	Vm	Vv	Ve	Vp	Vs	ITH	ISH	HIC	HGM	H1u	H2u	H3u	H4u	H5u	H6u	H7u	H8u	HTu	HATS0u	HATS1u	HATS2u	HATS3u	HATS4u	HATS5u	HATS6u	HATS7u	HATS8u	H0m	H1m	H2m	H3m	H4m	H5m	H6m	H7m	H8m	HTm	HATS0m	HATS1m	HATS2m	HATS3m	HATS4m	HATS5m	HATS6m	HATS7m	HATS8m	HATSm	H0v	H1v	H2v	H3v	H4v	H5v	H6v	H7v	H8v	HTv	HATS0v	HATS1v	HATS2v	HATS3v	HATS4v	HATS5v	HATS6v	HATS7v	HATS8v	HATSv	H0e	H1e	H2e	H3e	H4e	H5e	H6e	H7e	H8e	HTe	HATS0e	HATS1e	HATS2e	HATS3e	HATS4e	HATS5e	HATS6e	HATS7e	HATS8e	HATSe	H0p	H1p	H2p	H3p	H4p	H5p	H6p	H7p	H8p	HTp	HATS0p	HATS1p	HATS2p	HATS3p	HATS4p	HATS5p	HATS6p	HATS7p	HATS8p	HATSp	RCON	RARS	REIG	R1u	R2u	R3u	R4u	R5u	R6u	R7u	R8u	RTu	R1u+	R2u+	R3u+	R4u+	R5u+	R6u+	R7u+	R8u+	RTu+	R1m	R2m	R3m	R4m	R5m	R6m	R7m	R8m	RTm	R1m+	R2m+	R3m+	R4m+	R5m+	R6m+	R7m+	R8m+	RTm+	R1v	R2v	R3v	R4v	R5v	R6v	R7v	R8v	RTv	R1v+	R2v+	R3v+	R4v+	R5v+	R8v+	RTv+	R1e	R2e	R3e	R4e	R5e	R6e	R7e	R8e	RTe	R1e+	R2e+	R3e+	R4e+	R5e+	R6e+	R7e+	R8e+	RTe+	R1p	R2p	R3p	R4p	R5p	R6p	R7p	R8p	RTp	R1p+	R2p+	R3p+	R4p+	R6p+	R8p+	RTp+	nCp	nCs	nCt	nCrs	nCrt	nCar	nCbH	nCb-	nCconj	nR=Cs	nArCONHR	nRCONR2	nArNHR	nArNR2	nRCN	nN+	nNq	nROR	nArOR	nArX	nPyrroles	nPyrazoles	nPyrimidines	nHDon	nHAcc	nHBonds	C-001	C-002	C-003	C-005	C-006	C-008	C-009	C-011	C-012	C-016	C-024	C-025	C-026	C-027	C-028	C-029	C-030	C-032	C-033	C-034	C-040	C-043	H-046	H-047	H-048	H-049	H-050	H-051	H-052	H-053	H-054	O-058	O-059	O-060	N-071	N-072	N-073	N-074	N-075	N-079	S-110	qpmax	qnmax	Qpos	Qneg	Qtot	Qmean	Q2	RPCG	RNCG	SPP	TE1	TE2	PCWTe	LDI	Ui	Hy	AMR	TPSA(NO)	TPSA(Tot)	MLOGP	MLOGP2	ALOGP	ALOGP2	GVWAI-80	GVWAI-50	Inflammat-80	Depressant-80	Psychotic-80	Hypertens-80	Hypertens-50	Hypnotic-80	Neoplastic-80	Neoplastic-50	Infective-80	Infective-50	BLTF96	BLTD48	BLTA96
1	JNJ-28312141	8	461.65	6.89	41.06	66.69	43.22	76.33	0.61	1	0.65	2.25	67	34	70	37	15	47.5	0.297	4	4	6	0.086	3	1	11	33	26	6	2	0	0	1	3	0	0	0	0	0	1	176	424	205	431	23	24.561	1.925	2.059	0.202	73	11	52	182.986	222.941	0.233	16102	25187	16678	39757	31.59	18.175	3790	6.756	65.245	139.231	2953.3	216.907	4.445	6.985	19043	79.11	5596	36860	35.668	383.268	25148	3131.56	3131.727	3862.784	3137.541	4062.007	1.328	1.608	1.608	1.322	1.605	1.262	2.026	5.768	33.129	73.523	166.974	24.198	10.994	5.961	7.824	0.999	0.578	0.333	0.177	0.095	1	976	459	13.5	2.176	42.291	153	2378	174	32	1.096	3.257	110.516	361.297	0	0	0	0	0	122	90	0	12	0	37	5.176	6.019	6.889	7.75	8.625	9.494	10.373	11.247	12.127	148.699	34	74	278	10	1250	98	6086	720	30974	37	51	66	84	104	115	133	153	178	199	3.882	4.379	4.899	5.389	5.796	6.096	6.336	6.63	6.949	7.285	122.255	159.488	1.305	37.234	69.339	34.181	24.079	16.44	14.737	12.113	9.955	7.72	0.708	0.444	0.289	0.184	0.119	0.074	20.064	12.323	9.733	6.738	4.891	3.522	0.59	0.333	0.191	0.102	0.058	0.034	24.079	16.44	14.737	12.113	9.955	7.72	102.775	4.449	313.904	406.428	100.242	1.496	3.878	8.878	4.558	5.051	2175.752	33647.85	1.419	5.016	3.695	1.762	56.78	0.174	0.275	0.474	1.496	100.242	0.247	4.57	0.236	3.82	255.967	0.63	2.246	0.603	5.017	336.163	0.827	1.049	0.793	5.297	354.918	0.873	0.769	0.837	5.357	358.918	0.883	0.709	0.846	5.357	358.918	0.883	0.709	0.846	3.709	4.031	4.062	4.046	4.004	4.012	3.945	3.892	3.498	3.812	3.822	3.775	3.798	3.789	3.735	3.648	3.707	4.028	4.059	4.044	4.002	4.009	3.943	3.89	3.467	3.784	3.796	3.741	3.77	3.761	3.708	3.615	-0.15	0.124	0.354	-0.223	-0.15	-0.002	-0.157	-0.157	-0.178	0.124	0.41	-0.215	-0.159	0.003	-0.165	-0.155	-0.147	0.124	0.347	-0.224	-0.149	-0.002	-0.156	-0.157	-0.189	0.121	0.43	-0.209	-0.162	0.004	-0.167	-0.152	0.848	0.673	0.602	1.316	0.985	0.865	1.016	1.085	0.936	0.706	0.543	1.255	0.986	0.864	1.009	1.078	0.838	0.67	0.609	1.322	0.984	0.866	1.016	1.085	0.973	0.723	0.521	1.226	0.985	0.864	1.004	1.072	22.955	18.202	4.442	4.263	4.009	3.869	3.782	3.504	3.154	3.094	2.821	2.751	2.479	2.365	2.343	2.161	2.052	4.059	3.737	3.581	3.199	2.947	2.54	2.514	2.393	2.238	1.685	1.656	1.462	1.293	1.077	1.056	4.093	3.856	3.799	3.628	3.309	3.113	3.013	2.579	2.544	2.188	2.068	2	2	1.984	1.608	4.635	4.205	6.213	6.594	8.063	8.813	10.061	10.989	12.144	13.157	14.275	15.332	16.436	17.515	3.882	5.14	6.325	7.617	8.94	10.295	11.672	13.065	14.471	15.887	17.311	18.742	20.178	21.62	23.065	2.802	4.882	5.508	6.974	8.07	9.411	10.666	11.993	13.306	14.644	15.983	17.332	18.686	20.045	21.408	3.614	4.93	5.991	7.225	8.47	9.754	11.055	12.373	13.702	15.04	16.385	17.736	19.092	20.452	21.816	3.963	3.847	3.69	3.567	3.431	3.219	3.051	2.869	2.058	1.935	1.824	1.755	1.56	1.453	1.372	1.331	3.939	3.709	3.646	3.523	3.358	3.053	2.937	2.856	2.045	1.93	1.845	1.772	1.668	1.587	1.359	1.272	4.008	3.878	3.777	3.674	3.558	3.262	3.134	2.986	1.961	1.755	1.638	1.536	1.455	1.415	1.111	1.019	3.941	3.691	3.651	3.523	3.357	3.041	2.935	2.863	2.039	1.926	1.834	1.773	1.675	1.603	1.355	1.236	7	4	1.972	1.722	1.354	0.843	0.446	0.441	0.346	0.205	0.189	0.078	0.038	0.034	0.027	0.017	0.417	2.429	192.762	192.772	239.925	193.145	252.905	1.357	1.355	-4.542	1.321	-6	384.196	384.219	484.391	384.997	511.81	4.88	0.144	36.421	1.071	5.721	0.168	36.505	1.074	5.718	0.168	36.502	1.074	5.718	0.168	36.502	1.074	5.698	0.168	36.507	1.074	5.718	0.168	36.502	1.074	5.693	0.167	36.508	1.074	5.444	6.957	8.233	9.33	10.279	11.101	11.81	12.418	12.936	13.371	13.73	14.019	14.243	14.406	14.511	14.562	14.561	14.511	14.414	14.272	5.109	6.663	7.973	9.102	10.081	10.93	11.666	12.3	12.842	13.3	13.681	13.991	14.235	14.417	14.541	14.61	14.626	14.592	14.511	14.384	0.29	16312.54	2.122	438.208	486.942	2147.31	64.099	50.914	22.114	5.652	10.508	0.396	0.895	0.61	0.961	0.918	6.56	143.489	0.517	1.425	0.963	7.748	18.964	202.142	1084.011	1234.231	19.262	229.621	1137	1294.748	0.316	425.041	1956.863	2224.641	1.152	247.735	1199.045	1365.365	128.273	88.061	0	9.961	0	10.152	22.306	10.696	69.288	24.031	41.968	26.945	42.351	42.142	26.388	28.212	45.413	49.249	32.857	32.592	33.972	27.433	21.566	25.458	20.946	12.768	16.983	18.454	13.626	15.293	15.501	13.269	8.531	9.179	5.763	0.974	23.395	0.911	40.009	9.212	10.649	4.86	13.097	14.676	9.277	13.117	17.307	11.737	13.549	9.588	11.112	4.069	5.624	11.76	6.991	5.577	2.744	8.034	3.052	5.494	2.706	5.091	0.905	2.55	0.95	2.803	20.309	2.778	38.771	9.775	15.915	8.093	14.858	16.892	9.707	13.181	19.893	15.99	14.122	11.696	12.386	6.766	7.227	10.295	7.528	5.495	4.452	7.6	4.375	5.829	4.79	4.718	2.023	3.252	1.663	10.007	23.353	10.498	68.468	23.722	40.668	26.252	41.977	41.329	26.629	28.161	45.71	47.761	33.182	31.88	33.722	27.162	20.951	26.26	20.995	13.045	16.633	18.855	13.658	15.28	14.889	13.432	8.388	9.084	5.546	3.476	19.852	3.479	40.03	10.68	18.354	9.685	16.516	18.531	10.585	13.999	21.643	18.621	15.111	13.085	13.94	8.157	8.292	11.017	8.444	5.855	5.328	8.153	5.004	6.363	5.666	5.181	2.472	3.681	1.974	2211	70.831	-11.527	7.204	-9.176	-6.482	6.926	2.823	-0.951	1.186	-0.69	-1.732	1.042	2.495	-0.729	-0.155	-2.539	-2.501	3.494	1.333	-2.478	0.397	-1.212	0.445	1.681	-0.566	-0.346	-1.036	0.563	0.545	0.633	-0.321	719.793	31.507	-4.273	-0.107	-6.191	2.059	5.281	-2.95	-2.017	2.004	0.126	0.548	-1.88	0.481	0.619	-0.611	-0.158	-1.296	1.168	0.249	-0.393	0.054	-0.224	0.681	-0.144	-0.477	0.347	-0.143	0.257	0.034	-0.231	0.199	826.642	34.411	-4.441	0.897	-5.508	-0.081	4.708	-1.37	-1.31	1.365	0.182	-0.372	-1.123	1.224	0.1	-0.481	-0.625	-1.455	1.594	0.443	-0.844	0.131	-0.494	0.575	0.378	-0.534	0.228	-0.334	0.198	0.244	0.081	0.031	2190.611	70.102	-11.395	7.035	-9.366	-6.016	7.311	2.671	-1.4	1.466	-0.568	-1.708	0.916	2.329	-0.637	-0.203	-2.369	-2.487	3.376	1.234	-2.299	0.368	-1.143	0.474	1.511	-0.567	-0.308	-0.946	0.59	0.436	0.573	-0.259	917.305	36.998	-4.733	1.414	-5.638	-0.805	4.751	-0.861	-1.189	1.234	0.119	-0.584	-0.847	1.403	-0.031	-0.467	-0.814	-1.509	1.766	0.522	-1.006	0.148	-0.587	0.56	0.547	-0.547	0.183	-0.412	0.201	0.301	0.171	-0.017	28.007	5.206	1.208	0.814	0.151	0.149	0.174	0.164	0.562	0.418	0.352	27.878	4.249	0.657	0.85	0.13	0.142	0.158	0.164	0.566	0.266	0.105	26.88	4.658	0.873	0.829	0.144	0.161	0.155	0.184	0.519	0.344	0.187	28.166	5.19	1.179	0.816	0.15	0.149	0.161	0.171	0.568	0.421	0.337	26.828	4.762	0.941	0.825	0.146	0.142	0.155	0.164	0.516	0.36	0.216	29.274	4.05	0.591	0.863	0.119	0.164	0.164	0.173	0.631	0.228	0.08	34.421	32.784	32.411	34.535	32.531	33.915	185.933	139.567	152.743	185.507	157.482	138.242	0.162	0.154	0.167	0.72	0.776	0.744	0.723	0.737	0.795	0.444	0.312	0.35	0.442	0.364	0.313	396.509	250.203	294.483	392.359	310.221	242.178	153.464	0.887	5.768	3.325	2.436	3.734	3.874	2.736	1.486	1.221	1.333	1.276	44.123	0.185	0.134	0.236	0.311	0.297	0.204	0.179	0.285	0.327	1.341	1.215	1.308	1.05	0.778	0.424	0.318	0.199	0.135	12.769	0.067	0.06	0.072	0.068	0.058	0.039	0.044	0.053	0.067	1.931	1.124	1.241	1.427	1.169	0.753	0.47	0.385	0.358	0.271	14.265	0.057	0.064	0.085	0.086	0.067	0.051	0.059	0.078	0.093	2.515	2.955	2.466	3.715	3.781	2.754	1.564	1.198	1.247	1.179	43.474	0.179	0.134	0.232	0.3	0.291	0.208	0.174	0.27	0.316	8.794	1.198	1.317	1.568	1.345	0.851	0.52	0.442	0.436	0.346	16.095	0.063	0.069	0.095	0.102	0.08	0.058	0.068	0.093	0.109	2.937	32.542	0.49	0.545	2.129	2.184	2.168	1.76	1.154	0.92	1.052	0.998	32.842	0.086	0.05	0.039	0.033	0.022	0.014	0.016	0.013	0.086	0.968	0.732	0.53	0.381	0.257	0.238	0.229	0.229	8.966	0.065	0.033	0.031	0.022	0.012	0.012	0.01	0.011	0.065	1.031	0.825	0.658	0.459	0.328	0.31	0.316	0.301	10.823	0.047	0.028	0.016	0.008	0.009	0.008	0.047	2.145	2.163	2.105	1.723	1.162	0.894	1.008	0.969	32.336	0.09	0.045	0.034	0.041	0.027	0.012	0.014	0.013	0.09	1.108	0.912	0.766	0.54	0.376	0.356	0.369	0.348	12.279	0.047	0.028	0.016	0.008	0.008	0.008	0.047	0	6	1	6	1	9	3	3	3	1	1	1	0	0	0	1	1	0	0	0	0	0	0	3	6	3	0	6	1	2	3	0	0	0	0	1	3	2	1	0	1	0	0	0	1	0	3	1	9	16	1	0	3	0	4	0	0	2	0	0	0	2	1	1	1	1	0	0.398	-0.383	5.267	-4.267	9.534	0.142	1.796	0.076	0.09	0.782	27.281	10.843	28.292	0.223	4	0.811	130.62	106.32	106.32	-1.352	1.828	1.767	3.122	0	0	0	0	0	0	0	0	0	0	0	0	-0.24	-0.04	0.12
